0;0;0;8
0;0;0.05;8
0;0;0.1;8
0;0;0.15;8
0;0;0.2;8
0;0;0.25;8
0;0;0.3;7
0;0;0.35;8
0;0;0.4;8
0;0;0.45;8
0;0;0.5;7
0;0;0.55;8
0;0;0.6;8
0;0;0.65;7
0;0;0.7;8
0;0;0.75;8
0;0;0.8;8
0;0;0.85;8
0;0;0.9;8
0;0;0.95;8
0;0;1;8
0;0;1.05;7
0;0;1.1;8
0;0;1.15;8
0;0;1.2;8
0;0;1.25;8
0;0;1.3;8
0;0;1.35;8
0;0;1.4;8
0;0;1.45;7
0;0;1.5;8
0;0;1.55;8
0;0;1.6;8
0;0;1.65;8
0;0;1.7;8
0;0;1.75;7
0;0;1.8;8
0;0;1.85;8
0;0;1.9;8
0;0;1.95;7
0;0;2;8
0;0;2.05;8
0;0;2.1;8
0;0;2.15;8
0;0;2.2;8
0;0;2.25;8
0;0;2.3;8
0;0;2.35;8
0;0;2.4;8
0;0;2.45;8
0;0;2.5;7
0;0;2.55;8
0;0;2.6;8
0;0;2.65;8
0;0;2.7;8
0;0;2.75;8
0;0;2.8;8
0;0;2.85;8
0;0;2.9;8
0;0;2.95;8
0;0;3;8
0;0;3.05;8
0;0;3.1;7
0;0;3.15;8
0;0;3.2;8
0;0;3.25;7
0;0;3.3;8
0;0;3.35;8
0;0;3.4;7
0;0;3.45;8
0;0;3.5;8
0;0;3.55;8
0;0;3.6;7
0;0;3.65;8
0;0;3.7;8
0;0;3.75;8
0;0;3.8;8
0;0;3.85;8
0;0;3.9;8
0;0;3.95;8
0;0;4;7
0;0;4.05;8
0;0;4.1;8
0;0;4.15;7
0;0;4.2;8
0;0;4.25;7
0;0;4.3;8
0;0;4.35;8
0;0;4.4;8
0;0;4.45;7
0;0;4.5;8
0;0;4.55;8
0;0;4.6;8
0;0;4.65;8
0;0;4.7;8
0;0;4.75;8
0;0;4.8;7
0;0;4.85;8
0;0;4.9;7
0;0;4.95;8
0;0;5;8
0;0.05;0;8
0;0.05;0.05;8
0;0.05;0.1;8
0;0.05;0.15;8
0;0.05;0.2;7
0;0.05;0.25;8
0;0.05;0.3;8
0;0.05;0.35;7
0;0.05;0.4;8
0;0.05;0.45;8
0;0.05;0.5;8
0;0.05;0.55;7
0;0.05;0.6;8
0;0.05;0.65;8
0;0.05;0.7;8
0;0.05;0.75;8
0;0.05;0.8;8
0;0.05;0.85;8
0;0.05;0.9;8
0;0.05;0.95;8
0;0.05;1;8
0;0.05;1.05;8
0;0.05;1.1;8
0;0.05;1.15;8
0;0.05;1.2;8
0;0.05;1.25;8
0;0.05;1.3;8
0;0.05;1.35;8
0;0.05;1.4;8
0;0.05;1.45;8
0;0.05;1.5;8
0;0.05;1.55;8
0;0.05;1.6;8
0;0.05;1.65;8
0;0.05;1.7;8
0;0.05;1.75;8
0;0.05;1.8;8
0;0.05;1.85;7
0;0.05;1.9;8
0;0.05;1.95;8
0;0.05;2;8
0;0.05;2.05;8
0;0.05;2.1;8
0;0.05;2.15;7
0;0.05;2.2;8
0;0.05;2.25;8
0;0.05;2.3;8
0;0.05;2.35;8
0;0.05;2.4;8
0;0.05;2.45;8
0;0.05;2.5;7
0;0.05;2.55;8
0;0.05;2.6;8
0;0.05;2.65;8
0;0.05;2.7;8
0;0.05;2.75;8
0;0.05;2.8;8
0;0.05;2.85;8
0;0.05;2.9;7
0;0.05;2.95;8
0;0.05;3;8
0;0.05;3.05;8
0;0.05;3.1;8
0;0.05;3.15;8
0;0.05;3.2;8
0;0.05;3.25;7
0;0.05;3.3;8
0;0.05;3.35;7
0;0.05;3.4;7
0;0.05;3.45;8
0;0.05;3.5;8
0;0.05;3.55;8
0;0.05;3.6;7
0;0.05;3.65;8
0;0.05;3.7;8
0;0.05;3.75;8
0;0.05;3.8;8
0;0.05;3.85;7
0;0.05;3.9;8
0;0.05;3.95;8
0;0.05;4;8
0;0.05;4.05;8
0;0.05;4.1;7
0;0.05;4.15;8
0;0.05;4.2;8
0;0.05;4.25;8
0;0.05;4.3;8
0;0.05;4.35;8
0;0.05;4.4;8
0;0.05;4.45;8
0;0.05;4.5;8
0;0.05;4.55;8
0;0.05;4.6;8
0;0.05;4.65;8
0;0.05;4.7;8
0;0.05;4.75;8
0;0.05;4.8;8
0;0.05;4.85;8
0;0.05;4.9;8
