0.2;1.75;1;148
0.2;1.75;1.5;148
0.2;2;1;127
0.2;2;1.5;127
0.2;2.25;1;126
0.2;2.25;1.5;127
0.2;2.5;1;127
0.2;2.5;1.5;128
0.2;2.75;1;129
0.2;2.75;1.5;129
0.2;3;1;130
0.2;3;1.5;129
0.3;1.75;1;146
0.3;1.75;1.5;145
0.3;2;1;126
0.3;2;1.5;126
0.3;2.25;1;125
0.3;2.25;1.5;127
0.3;2.5;1;128
0.3;2.5;1.5;129
0.3;2.75;1;129
0.3;2.75;1.5;129
0.3;3;1;130
0.3;3;1.5;127
0.4;1.75;1;143
0.4;1.75;1.5;145
0.4;2;1;131
0.4;2;1.5;130
0.4;2.25;1;127
0.4;2.25;1.5;127
0.4;2.5;1;128
0.4;2.5;1.5;128
0.4;2.75;1;129
0.4;2.75;1.5;129
0.4;3;1;129
0.4;3;1.5;130
0.5;1.75;1;147
0.5;1.75;1.5;145
0.5;2;1;132
0.5;2;1.5;134
0.5;2.25;1;128
0.5;2.25;1.5;128
0.5;2.5;1;128
0.5;2.5;1.5;130
0.5;2.75;1;127
0.5;2.75;1.5;130
0.5;3;1;131
0.5;3;1.5;131
0.6;1.75;1;146
0.6;1.75;1.5;148
0.6;2;1;135
0.6;2;1.5;135
0.6;2.25;1;132
0.6;2.25;1.5;130
0.6;2.5;1;130
0.6;2.5;1.5;129
0.6;2.75;1;133
0.6;2.75;1.5;131
0.6;3;1;131
0.6;3;1.5;132
0.7;1.75;1;148
0.7;1.75;1.5;149
0.7;2;1;141
0.7;2;1.5;143
0.7;2.25;1;137
0.7;2.25;1.5;139
0.7;2.5;1;133
0.7;2.5;1.5;133
0.7;2.75;1;133
0.7;2.75;1.5;135
0.7;3;1;132
0.7;3;1.5;137
