0;128
1;127
2;126
3;127
4;129
5;127
6;127
7;127
8;127
9;126
10;127
11;127
12;129
13;129
14;128
15;126
16;126
17;125
18;128
19;127
20;127
21;127
22;127
23;126
24;125
25;127
26;126
27;128
28;126
29;127
30;127
31;128
32;127
33;126
34;127
35;128
36;127
37;126
38;127
39;126
40;127
41;127
42;127
43;128
44;125
45;126
46;130
47;127
48;128
49;127
